1;1;1;3
2;1;2;7
3;1;3;4
4;1;4;9
5;1;5;9
6;1;6;7
7;2;1;7
8;2;2;5
9;2;3;5
10;2;4;3
11;2;5;8
12;2;6;8
13;3;1;7
14;3;2;5
15;3;3;5
16;3;4;0
17;3;5;8
18;3;6;4
19;4;1;5
20;4;2;6
21;4;3;8
22;4;4;5
23;4;5;9
24;4;6;8
25;5;1;5
26;5;2;8
27;5;3;8
28;5;4;8
29;5;5;10
30;5;6;9
31;6;1;7
32;6;2;7
33;6;3;8
34;6;4;4
35;6;5;7
36;6;6;8
37;7;2;6
38;7;3;9
39;7;6;6
